 czy to co robimy jest ok (miara sukcesu), tok myślenia,Cel biznesowy,KORZYŚCIE DLA BANKU/OBSZARU/ZESPOŁU,KPI,Korzyść dla Banku/Obszaru/Zespołu,NAZWA - PROJEKT,NUMER ,OPIS- CO BADAMY ,Opis,PRIORYTET,PROBLEM ,Projekt,STATUS,STRUMIEŃ,TAI - Prerequisites do zadania,TAI - jak sprawdzić,TAI - notatki,TAI - podobne kejsy/źródła,TAI - podtyp,TAI - pytania,TAI - refined_zadania,TAI - tagi,TAI - typ zadania,TAI - uwagi,TAI - uzasadnienie,TAI - uzupełniające,TAI - zależne od innego zadania,TAI-refined zadania,TAI-tagi,TAI-uwagi,TYP (BIZNES/PROCES/KONTROLA),WHISPER/NEXIDIA,Zespół zgłaszający potrzebę,source,tags_raw,tags_combo,tag:1) Baza scenariuszy; 2) Porównanie rozmów; 3) Raport różnic; 4) Tryb symulacji czat.,tag:1) Binary: czy było ofertowanie; 2) Ekstrakcja i klasteryzacja argumentów; 3) LLM/klasyfikator oceny jakości (skala),tag:1) Binary: czy padła propozycja wyższej kwoty; 2) Ekstrakcja argumentów; 3) Ocena jakości argumentacji vs efekt/sprzedaż.,tag:1) Detekcja obiekcji 'brak czasu'; 2) Detekcja reakcji doradcy; 3) Scoring skuteczności.,tag:1) Detekcja parafrazy/odniesień do wypowiedzi klienta; 2) Detekcja szans (słowa kluczowe klienta); 3) Powiązanie i scoring wykorzystania szans.,tag:1) Detekcja tematów bezpieczeństwa; 2) Ekstrakcja komunikatów; 3) Ocena kompletności/jakości.,tag:1) Detekcja/ekstrakcja ofert; 2) Reakcja klienta (sentyment/zgoda); 3) Predykcja intencji; 4) Podsumowanie.,tag:1) Dobór par/zbiorów; 2) Ekstrakcja cech; 3) Analiza różnic; 4) Rekomendacje.,tag:1) Ekstrakcja kontekstu (dzieci); 2) Detekcja ofert dopasowanych; 3) Raport skuteczności; 4) (opcjonalnie) powiązanie ze sprzedażą.,tag:1) Ekstrakcja parametrów oferty z transkrypcji; 2) Pobranie zapisów z systemu; 3) Porównanie; 4) Raport niezgodności.,tag:1) Ekstrakcja potrzeb klienta; 2) Retrieval produktów (wektor+reranking); 3) Detekcja reakcji doradcy (czy zaproponował); 4) Audyt zapisu w systemie.,tag:1) Filtr znanych fraudów; 2) Clustering reszty; 3) Detekcja anomalii/nowych tematów; 4) Przegląd i aktualizacja słownika.,tag:1) Indeks wektorowy + BM25; 2) Reranking; 3) Filtry i podświetlenia trafień.,tag:1) Klasyfikacja treści do skali; 2) Uzasadnienie/ślad audytowy; 3) Propozycja korekty.,tag:1) Klasyfikacja/wyciągnięcie przyczyn; 2) Sentyment/ton; 3) Predykcja FCR/ryzyka; 4) Streszczenie i rekomendacja działań.,tag:1) Linkowanie komentarz↔interakcja; 2) Sentyment/ocena; 3) Tematy/klastry; 4) Podsumowanie powodów.,tag:1) NER produktów; 2) Ekstrakcja/klastry fraz; 3) Połączenie ze sprzedażą; 4) Ranking skuteczności.,tag:1) Normalizacja kanałów; 2) Klasyfikacja tematów; 3) Dominujący temat; 4) Sentyment/klastry.,tag:1) Preprocessing; 2) Tematy/klastry; 3) Emocje; 4) Podsumowania i wizualizacja.,tag:1) Segmentacja etapów; 2) Klasyfikacja emocji; 3) Detekcja skoków i przyczyn; 4) Heatmapa.,tag:1) Segmentacja transkrypcji; 2) Klient vs doradca; 3) Sentyment/emocje per segment i trend.,tag:1) Słownik/wektorowa baza promocji; 2) Detekcja i ekstrakcja; 3) Agregacja vs sprzedaż.,tag:1) Taksonomia fraudów; 2) Klasyfikacja + ekstrakcja sygnałów; 3) Agregacja/alertowanie.,tag:1) Zależności: klasyfikacja tematów,tag:1) Zasilenie danymi; 2) Szablony/NLG + retrieval; 3) Walidacja źródeł i metryk.,tag:1) Zdefiniować checklistę; 2) Detekcja/odniesienie do wzorca; 3) Ocena pokrycia i raport.,tag:1) Zestaw metryk/cech; 2) Agregacja per doradca; 3) Profil/score; 4) Raport/podsumowanie.,tag:Analogicznie do przewalutowania: checklista → detekcja → ocena pokrycia.,tag:Binary detekcja fraz asysty digital i CTA do przejścia procesu; raport udziału.,tag:Binary detekcja fraz sugerujących przełożenie kontaktu; raport wystąpień.,tag:Binary detekcja konsultacji → ekstrakcja kontekstu → kategoryzacja/priorytety.,tag:Binary: próba na argumenty → ekstrakcja argumentów → ocena jakości/sekwencji.,tag:Checklista kampanii → detekcja → ocena pokrycia i braki.,tag:Checklista ról/uprawnień → detekcja → raport naruszeń/braków.,tag:Checklista → detekcja → ocena pokrycia + wyszukiwarka z filtrami.,tag:Definicja reguł (okna czasowe,tag:Detekcja fraz promujących samoobsługę; udział w rozmowach obsługowych.,tag:analiza-sprzedażowa,tag:analiza-wydajności,tag:analiza-zdolności,tag:asysta-digital,tag:automatyzacja,tag:baza-wektorowa-oswiadczenia(procedury),tag:baza-wektorowa-oświadczenia,tag:baza-wektorowa-produkty,tag:bik,tag:blokady,tag:call-duration,tag:cross-sell,tag:detekcja fraz KK→retencja,tag:dialog,tag:finalizacja,tag:finalizacja; 2) Agregacja per doradca; 3) Dashboard/raport; 4) Walidacja vs KPI sprzedażowe.,tag:frazy-binary,tag:frazy-binaryx2,tag:frazy-clustering,tag:frazy-ekstrakcja,tag:frazy-klient-sentyment,tag:inwestycje,tag:jdg,tag:kampania,tag:karta kredytowa,tag:karta-kredytowa,tag:konsolidacja,tag:konto-osobiste,tag:kontrola,tag:kredyt,tag:kredyt-got,tag:kredyt-hip,tag:kwota,tag:kwota-minimalna,tag:kyc,tag:limit,tag:llm-opis-ocena,tag:llm-opis-segment,tag:llm-podsumowanie,tag:misselling,tag:mobilna-autoryzacja,tag:nps,tag:obiekcje,tag:obowiazki-informacyjne,tag:obowiązki-informacyjne,tag:ofertowanie,tag:opinia-klienta,tag:opinie,tag:pair-classfication-client-agent,tag:personalizacja,tag:poczta-głosowa,tag:powody-odmow,tag:procesy-analiza,tag:promocje,tag:przelewy,tag:rata,tag:refinansowanie,tag:retencja,tag:rezygnacja,tag:scoring,tag:screensharing,tag:segmentacja,tag:segmentacja-procesów,tag:sekwencje),tag:select,tag:self-service,tag:service,tag:sprzedaż,tag:szanse,tag:talk-time-analysis,tag:ubezpieczenia,tag:utrzymanie,tag:vb,tag:walidacja na próbkach.,tag:walidacja vs sprzedaż.,tag:wieloetapowe:3-4,tag:wymiana,tag:zalety,tags_raw_canonical,tags_combo_canonical,ctag:1)-baza-scenariuszy;-2)-porównanie-rozmów;-3)-raport-różnic;-4)-tryb-symulacji-czat.,ctag:1)-binary:-czy-było-ofertowanie;-2)-ekstrakcja-i-klasteryzacja-argumentów;-3)-llm/klasyfikator-oceny-jakości-(skala),ctag:1)-binary:-czy-padła-propozycja-wyższej-kwoty;-2)-ekstrakcja-argumentów;-3)-ocena-jakości-argumentacji-vs-efekt/sprzedaż.,ctag:1)-detekcja-obiekcji-'brak-czasu';-2)-detekcja-reakcji-doradcy;-3)-scoring-skuteczności.,ctag:1)-detekcja-parafrazy/odniesień-do-wypowiedzi-klienta;-2)-detekcja-szans-(słowa-kluczowe-klienta);-3)-powiązanie-i-scoring-wykorzystania-szans.,ctag:1)-detekcja-tematów-bezpieczeństwa;-2)-ekstrakcja-komunikatów;-3)-ocena-kompletności/jakości.,ctag:1)-detekcja/ekstrakcja-ofert;-2)-reakcja-klienta-(sentyment/zgoda);-3)-predykcja-intencji;-4)-podsumowanie.,ctag:1)-dobór-par/zbiorów;-2)-ekstrakcja-cech;-3)-analiza-różnic;-4)-rekomendacje.,ctag:1)-ekstrakcja-kontekstu-(dzieci);-2)-detekcja-ofert-dopasowanych;-3)-raport-skuteczności;-4)-(opcjonalnie)-powiązanie-ze-sprzedażą.,ctag:1)-ekstrakcja-parametrów-oferty-z-transkrypcji;-2)-pobranie-zapisów-z-systemu;-3)-porównanie;-4)-raport-niezgodności.,ctag:1)-ekstrakcja-potrzeb-klienta;-2)-retrieval-produktów-(wektor+reranking);-3)-detekcja-reakcji-doradcy-(czy-zaproponował);-4)-audyt-zapisu-w-systemie.,ctag:1)-filtr-znanych-fraudów;-2)-clustering-reszty;-3)-detekcja-anomalii/nowych-tematów;-4)-przegląd-i-aktualizacja-słownika.,ctag:1)-indeks-wektorowy-+-bm25;-2)-reranking;-3)-filtry-i-podświetlenia-trafień.,ctag:1)-klasyfikacja-treści-do-skali;-2)-uzasadnienie/ślad-audytowy;-3)-propozycja-korekty.,ctag:1)-klasyfikacja/wyciągnięcie-przyczyn;-2)-sentyment/ton;-3)-predykcja-fcr/ryzyka;-4)-streszczenie-i-rekomendacja-działań.,ctag:1)-linkowanie-komentarz↔interakcja;-2)-sentyment/ocena;-3)-tematy/klastry;-4)-podsumowanie-powodów.,ctag:1)-ner-produktów;-2)-ekstrakcja/klastry-fraz;-3)-połączenie-ze-sprzedażą;-4)-ranking-skuteczności.,ctag:1)-normalizacja-kanałów;-2)-klasyfikacja-tematów;-3)-dominujący-temat;-4)-sentyment/klastry.,ctag:1)-preprocessing;-2)-tematy/klastry;-3)-emocje;-4)-podsumowania-i-wizualizacja.,ctag:1)-segmentacja-etapów;-2)-klasyfikacja-emocji;-3)-detekcja-skoków-i-przyczyn;-4)-heatmapa.,ctag:1)-segmentacja-transkrypcji;-2)-klient-vs-doradca;-3)-sentyment/emocje-per-segment-i-trend.,ctag:1)-słownik/wektorowa-baza-promocji;-2)-detekcja-i-ekstrakcja;-3)-agregacja-vs-sprzedaż.,ctag:1)-taksonomia-fraudów;-2)-klasyfikacja-+-ekstrakcja-sygnałów;-3)-agregacja/alertowanie.,ctag:1)-zależności:-klasyfikacja-tematów,ctag:1)-zasilenie-danymi;-2)-szablony/nlg-+-retrieval;-3)-walidacja-źródeł-i-metryk.,ctag:1)-zdefiniować-checklistę;-2)-detekcja/odniesienie-do-wzorca;-3)-ocena-pokrycia-i-raport.,ctag:1)-zestaw-metryk/cech;-2)-agregacja-per-doradca;-3)-profil/score;-4)-raport/podsumowanie.,ctag:analiza-sprzedażowa,ctag:analiza-wydajności,ctag:analiza-zdolności,ctag:analogicznie-do-przewalutowania:-checklista-→-detekcja-→-ocena-pokrycia.,ctag:asysta-digital,ctag:automatyzacja,ctag:baza-wektorowa-oświadczenia,ctag:baza-wektorowa-produkty,ctag:bik,ctag:binary-detekcja-fraz-asysty-digital-i-cta-do-przejścia-procesu;-raport-udziału.,ctag:binary-detekcja-fraz-sugerujących-przełożenie-kontaktu;-raport-wystąpień.,ctag:binary-detekcja-konsultacji-→-ekstrakcja-kontekstu-→-kategoryzacja/priorytety.,ctag:binary:-próba-na-argumenty-→-ekstrakcja-argumentów-→-ocena-jakości/sekwencji.,ctag:blokady,ctag:call-duration,ctag:checklista-kampanii-→-detekcja-→-ocena-pokrycia-i-braki.,ctag:checklista-ról/uprawnień-→-detekcja-→-raport-naruszeń/braków.,ctag:checklista-→-detekcja-→-ocena-pokrycia-+-wyszukiwarka-z-filtrami.,ctag:cross-sell,ctag:definicja-reguł-(okna-czasowe,ctag:detekcja-fraz-kk→retencja,ctag:detekcja-fraz-promujących-samoobsługę;-udział-w-rozmowach-obsługowych.,ctag:dialog,ctag:finalizacja,ctag:finalizacja;-2)-agregacja-per-doradca;-3)-dashboard/raport;-4)-walidacja-vs-kpi-sprzedażowe.,ctag:frazy-binary,ctag:frazy-binary-(2x),ctag:frazy-clustering,ctag:frazy-ekstrakcja,ctag:frazy-klient-sentyment,ctag:inwestycje,ctag:jdg,ctag:kampania,ctag:karta-kredytowa,ctag:konsolidacja,ctag:konto-osobiste,ctag:kontrola,ctag:kredyt,ctag:kredyt-gotówkowy,ctag:kredyt-hip,ctag:kwota,ctag:kwota-minimalna,ctag:kyc,ctag:limit-w-koncie,ctag:llm-ocena-argumentów,ctag:llm-ocena-segmentu,ctag:llm-podsumowanie,ctag:misselling,ctag:mobilna-autoryzacja,ctag:nps,ctag:obiekcje,ctag:obowiazki-informacyjne,ctag:obowiązki-informacyjne,ctag:ofertowanie,ctag:opinia-klienta,ctag:opinie,ctag:pair-classification-agent-client,ctag:personalizacja,ctag:poczta-głosowa,ctag:powody-odmow,ctag:procesy-analiza,ctag:promocje,ctag:przelewy,ctag:rata,ctag:refinansowanie,ctag:retencja,ctag:rezygnacja,ctag:scoring,ctag:screensharing,ctag:segmentacja,ctag:segmentacja-procesów,ctag:sekwencje),ctag:select,ctag:self-service,ctag:service,ctag:sprzedaż,ctag:szanse,ctag:talk-time-analysis,ctag:ubezpieczenia,ctag:utrzymanie,ctag:vb,ctag:walidacja-na-próbkach.,ctag:walidacja-vs-sprzedaż.,ctag:wieloetapowe:3-4,ctag:wymiana,ctag:zalety
,,,% wzrost sprzedaży ŻIŻ do KG jako ubezpieczenie niepowiązane ,"SR (Sales Revenue), SV (Sales Volumen)",,Życie i zdrowie ,1,Uruchomione KG (1MSC WSTECZ) czy była propozycja ŻIŻ ,,1,Zbyt mała sprzedaż ŻIŻ do KG ,,,ODZ,,,,,,,,,,,,,,"Czy podczas rozmowy telefonicznej (rozmowy sprzedażowej), która zakończyła się podpisaniem umowy kredytu gotówkowego była od doradcy propozycja zakupu ubezpieczenia życie i zdrowie","ofertowanie, frazy-binary, kredyt-got, ubezpieczenia",,BIZNES,,,bc_nexidia,"ofertowanie, frazy-binary, kredyt-got, ubezpieczenia",frazy-binary | kredyt-got | ofertowanie | ubezpieczenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ofertowanie, frazy-binary, kredyt-gotówkowy, ubezpieczenia",frazy-binary | kredyt-gotówkowy | ofertowanie | ubezpieczenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc_nexidia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc_nexidia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc_nexidia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,% wzrost sprzedaży LC do KG jako ubezpieczenie niepowiązane ,"SR (Sales Revenue), SV (Sales Volumen)",,Locum ,2,Uruchomione KG (1MSC WSTECZ) czy była propozycja LC ,,1,Zbyt mała sprzedaż LC do KG ,,,ODZ,,,,,,,,,,,,,,"Czy podczas rozmowy telefonicznej (rozmowy sprzedażowej), która zakończyła się podpisaniem umowy kredytu gotówkowego była od doradcy propozycja zakupu ubezpieczenia locum comfort","ofertowanie, frazy-binary, kredyt-got, ubezpieczenia",,BIZNES,,,bc_nexidia,"ofertowanie, frazy-binary, kredyt-got, ubezpieczenia",frazy-binary | kredyt-got | ofertowanie | ubezpieczenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ofertowanie, frazy-binary, kredyt-gotówkowy, ubezpieczenia",frazy-binary | kredyt-gotówkowy | ofertowanie | ubezpieczenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,% wzrost sprzedaży LC w ZZSKH  ,"SR (Sales Revenue), SV (Sales Volumen)",,Locum ,3,Uruchomione KH (3MSC WSTECZ) czy była propozycja LC ,,3,Zbyt mała sprzedaż LC w  ZZSKH ,,,ODZ,,,,,,,,,,,,,,Czy podczas rozmowy sprzedażowej z klientem zawierającym kredyt hipoteczny doradca proponował ubezpieczenie Locum Comfort?,"ofertowanie, frazy-binary, kredyt-hip, ubezpieczenia",,BIZNES,,,bc_nexidia,"ofertowanie, frazy-binary, kredyt-hip, ubezpieczenia",frazy-binary | kredyt-hip | ofertowanie | ubezpieczenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ofertowanie, frazy-binary, kredyt-hip, ubezpieczenia",frazy-binary | kredyt-hip | ofertowanie | ubezpieczenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,% wzrost konwersji z utrzymania produktu ,"SR (Sales Revenue), SV (Sales Volumen)",,Nazwa Query :Rezygnacja_z_produktu_ - konto osobiste ,4,Linia Select IN. ,,2,Rezygnacja z produktu/zamiana na konto Select  ,,,SELECT,,,,,,,,,,,,,,,"rezygnacja, frazy-binary, konto-osobiste, select",potrzeba doprecyzowania: w jakim kontekście klient rezygnuje z produktu i co oznacza zmiana na konto Select?,BIZNES,,,bc_nexidia,"rezygnacja, frazy-binary, konto-osobiste, select",frazy-binary | konto-osobiste | rezygnacja | select,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rezygnacja, frazy-binary, konto-osobiste, select",frazy-binary | konto-osobiste | rezygnacja | select,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,% spadek  poczty głosowej w rozmowach wychodzących ,NPS,,Nazwa Query: Poczta Glosowa ,5,Weryfikacja rozmów wychodzących trafiających na pocztę głosową. Docelowo wyszukanie przetrzymywania poczty głosowej przez doradców. ,,3,Zbyt wysoki % poczty głosowej na rozmowach wychodzących ,,,ODZ,,,,,,,,,,,,,,"Czy doradca utrzymuje połączenie z pocztą głosową, a nie rozłącza się po nagraniu wiadomości/usłyszeniu, że jest to poczta głosowa","service, poczta-głosowa, frazy-binary, call-duration",wieloetapowe:2 - do doprecyzowania zadanie związane z mierzeniem poczty głosowej,KONTROLA,,,bc_nexidia,"service, poczta-głosowa, frazy-binary, call-duration",call-duration | frazy-binary | poczta-głosowa | service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"service, poczta-głosowa, frazy-binary, call-duration",call-duration | frazy-binary | poczta-głosowa | service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,,,wzrost ofertowania/sprzedaży KK,"SR (Sales Revenue), SV (Sales Volumen)",,Ofertowanie kart przy rozmowach kredytowych,6,Jak często pada oferta Karty kredytwoej w rozmowach kredytowych,,1,brak dodatkowej propozycji,,,ODZ,,,,,,,,,,,,,,"Czy podczas rozmowy telefonicznej o produkcie kredytowym, doradca proponuje ofertę karty kredytowej","ofertowanie, frazy-binary, karta-kredytowa, kredyt-got",,BIZNES,,,bc_nexidia,"ofertowanie, frazy-binary, karta-kredytowa, kredyt-got",frazy-binary | karta-kredytowa | kredyt-got | ofertowanie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ofertowanie, frazy-binary, karta-kredytowa, kredyt-gotówkowy",frazy-binary | karta-kredytowa | kredyt-gotówkowy | ofertowanie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,spadek % monologu doradcy,NPS,,Analiza relacji między doradcą a klientem np. czy doradca prowadzi dialog z klientem czy monolog.,7,udział monologu doradcy w trakcie prezentacji oferty kredytowej ,,2,zbyt długie monologii doradcy (w początkowej cześci rozmowy),,,ODZ,,,,,,,,,,,,,,Jaki procent rozmowy stanowią monologi doradcy - zwłaszcza w początkowej części rozmowy,"talk-time-analysis, dialog, kredyt-got, nps",ustalenie,KONTROLA,,,bc_nexidia,"talk-time-analysis, dialog, kredyt-got, nps",dialog | kredyt-got | nps | talk-time-analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"talk-time-analysis, dialog, kredyt-gotówkowy, nps",dialog | kredyt-gotówkowy | nps | talk-time-analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
